YEAR,CNN,FAC_NAME,COUNTY,STATIONS,PROF_NP,CHAIN_OWN,CHAIN_ORG,SURVEY_COUNT,SURVEY_RATE,FAC_STAR,XP_STAR,COMM_SCR,QUALITY_SCR,INFO_SCR,PHYS_SCR,STAFF_SCR,FAC_SCR
2023,52706,DaVita Atwater Dialysis,Merced,16,profit,yes,DaVita,45,32,4,4,84.0,79.0,79.0,85.0,86.0,89.0
2022,52706,DaVita Atwater Dialysis,Merced,16,profit,yes,DaVita,,,,,,,,,,
2021,52706,DaVita Atwater Dialysis,Merced,16,profit,yes,DaVita,,,,,,,,,,
2020,52706,DaVita Atwater Dialysis,Merced,16,profit,yes,DaVita,,,,,,,,,,
2019,52706,DaVita Atwater Dialysis,Merced,16,profit,yes,DaVita,41,,2,,72.0,74.0,74.0,79.0,82.0,83.0
2018,52706,DaVita Atwater Dialysis,Merced,16,profit,yes,DaVita,47,,4,,84.0,82.0,81.0,86.0,87.0,89.0
2024,52707,DaVita Alhambra Dialysis Center,Sacramento,20,profit,yes,DaVita,33,22,2,2,67.0,73.0,75.0,77.0,80.0,84.0
2023,52707,DaVita Alhambra Dialysis Center,Sacramento,20,profit,yes,DaVita,33,24,3,2,64.0,78.0,80.0,73.0,85.0,87.0
2022,52707,DaVita Alhambra Dialysis Center,Sacramento,20,profit,yes,DaVita,34,,4,,76.0,80.0,84.0,81.0,86.0,88.0
2021,52707,DaVita Alhambra Dialysis Center,Sacramento,20,profit,yes,DaVita,48,,5,,83.0,83.0,82.0,84.0,91.0,94.0
2020,52707,DaVita Alhambra Dialysis Center,Sacramento,20,profit,yes,DaVita,48,,5,,83.0,83.0,82.0,84.0,91.0,94.0
2019,52707,DaVita Alhambra Dialysis Center,Sacramento,20,profit,yes,DaVita,58,,4,,80.0,78.0,83.0,83.0,88.0,90.0
2018,52707,DaVita Alhambra Dialysis Center,Sacramento,20,profit,yes,DaVita,59,,4,,81.0,82.0,86.0,84.0,88.0,92.0
2024,52708,FRESENIUS MEDICAL CARE NORTH COAST KIDNEY CENTER,San Diego,30,profit,yes,Fresenius Medical Care,69,26,3,4,85.0,79.0,80.0,90.0,87.0,87.0
2023,52708,FRESENIUS MEDICAL CARE NORTH COAST KIDNEY CENTER,San Diego,30,profit,yes,Fresenius Medical Care,78,29,2,3,85.0,73.0,73.0,88.0,78.0,82.0
2022,52708,FRESENIUS MEDICAL CARE NORTH COAST KIDNEY CENTER,San Diego,30,profit,yes,Fresenius Medical Care,62,,3,,87.0,77.0,78.0,92.0,83.0,84.0
2021,52708,FRESENIUS MEDICAL CARE NORTH COAST KIDNEY CENTER,San Diego,30,profit,yes,Fresenius Medical Care,73,,3,,84.0,75.0,85.0,87.0,81.0,83.0
2020,52708,FRESENIUS MEDICAL CARE NORTH COAST KIDNEY CENTER,San Diego,30,profit,yes,Fresenius Medical Care,73,,3,,84.0,75.0,85.0,87.0,81.0,83.0
2019,52708,FRESENIUS MEDICAL CARE NORTH COAST KIDNEY CENTER,San Diego,30,profit,yes,Fresenius Medical Care,72,,3,,85.0,76.0,76.0,88.0,84.0,86.0
2018,52708,FRESENIUS MEDICAL CARE NORTH COAST KIDNEY CENTER,San Diego,30,profit,yes,Fresenius Medical Care,81,,3,,86.0,78.0,78.0,89.0,84.0,87.0
2024,52709,DaVita Vacaville Dialysis Center,Solano,15,profit,yes,DaVita,37,23,4,4,81.0,84.0,82.0,83.0,88.0,91.0
2023,52709,DaVita Vacaville Dialysis Center,Solano,15,profit,yes,DaVita,47,30,3,3,78.0,78.0,77.0,85.0,84.0,88.0
2022,52709,DaVita Vacaville Dialysis Center,Solano,15,profit,yes,DaVita,32,,5,,88.0,83.0,82.0,91.0,91.0,93.0
2021,52709,DaVita Vacaville Dialysis Center,Solano,15,profit,yes,DaVita,57,,4,,87.0,81.0,85.0,91.0,86.0,89.0
2020,52709,DaVita Vacaville Dialysis Center,Solano,15,profit,yes,DaVita,57,,4,,87.0,81.0,85.0,91.0,86.0,89.0
2019,52709,DaVita Vacaville Dialysis Center,Solano,15,profit,yes,DaVita,65,,5,,89.0,84.0,88.0,91.0,93.0,94.0
2018,52709,DaVita Vacaville Dialysis Center,Solano,15,profit,yes,DaVita,61,,4,,89.0,84.0,86.0,90.0,89.0,92.0
2024,52710,"La Puente Dialysis Center, Inc.",Los Angeles,24,profit,no,Independent,73,29,3,3,79.0,82.0,74.0,82.0,84.0,87.0
2023,52710,"La Puente Dialysis Center, Inc.",Los Angeles,24,profit,no,Independent,60,24,2,2,75.0,78.0,71.0,78.0,82.0,84.0
2022,52710,"La Puente Dialysis Center, Inc.",Los Angeles,24,profit,no,Independent,79,,3,,76.0,76.0,71.0,81.0,82.0,85.0
2021,52710,"La Puente Dialysis Center, Inc.",Los Angeles,24,profit,no,Independent,86,,3,,81.0,80.0,71.0,85.0,85.0,86.0
2020,52710,"La Puente Dialysis Center, Inc.",Los Angeles,24,profit,no,Independent,86,,3,,81.0,80.0,71.0,85.0,85.0,86.0
2019,52710,"La Puente Dialysis Center, Inc.",Los Angeles,24,profit,no,Independent,51,,3,,80.0,79.0,77.0,85.0,86.0,88.0
2018,52710,"La Puente Dialysis Center, Inc.",Los Angeles,24,profit,no,Independent,59,,3,,83.0,79.0,75.0,88.0,85.0,88.0
2024,52711,SOUTHGATE DIALYSIS,Sacramento,22,non_profit,yes,"Dialysis Clinic, Inc.",,,,,,,,,,
2023,52711,SOUTHGATE DIALYSIS,Sacramento,22,non_profit,yes,"Dialysis Clinic, Inc.",,,,,,,,,,
2022,52711,SOUTHGATE DIALYSIS,Sacramento,22,non_profit,yes,"Dialysis Clinic, Inc.",,,,,,,,,,
2021,52711,SOUTHGATE DIALYSIS,Sacramento,22,non_profit,yes,"Dialysis Clinic, Inc.",40,,5,,85.0,91.0,88.0,84.0,94.0,92.0
2020,52711,SOUTHGATE DIALYSIS,Sacramento,22,non_profit,yes,"Dialysis Clinic, Inc.",40,,5,,85.0,91.0,88.0,84.0,94.0,92.0
2019,52711,SOUTHGATE DIALYSIS,Sacramento,22,non_profit,yes,"Dialysis Clinic, Inc.",,,,,,,,,,
2018,52711,SOUTHGATE DIALYSIS,Sacramento,22,non_profit,yes,"Dialysis Clinic, Inc.",,,,,,,,,,
2024,52712,Intercommunity Dialysis Center,Los Angeles,31,profit,no,Independent,54,18,4,4,80.0,85.0,83.0,82.0,89.0,90.0
2023,52712,Intercommunity Dialysis Center,Los Angeles,31,profit,no,Independent,64,22,4,3,79.0,82.0,80.0,83.0,88.0,90.0
2022,52712,Intercommunity Dialysis Center,Los Angeles,31,profit,no,Independent,62,,3,,80.0,82.0,77.0,83.0,86.0,84.0
2021,52712,Intercommunity Dialysis Center,Los Angeles,31,profit,no,Independent,106,,3,,80.0,74.0,74.0,85.0,80.0,83.0
2020,52712,Intercommunity Dialysis Center,Los Angeles,31,profit,no,Independent,106,,3,,80.0,74.0,74.0,85.0,80.0,83.0
2019,52712,Intercommunity Dialysis Center,Los Angeles,31,profit,no,Independent,99,,2,,77.0,74.0,68.0,82.0,79.0,83.0
2018,52712,Intercommunity Dialysis Center,Los Angeles,31,profit,no,Independent,113,,3,,74.0,76.0,70.0,81.0,82.0,86.0
2024,52713,DaVita University Park Dialysis Center,Los Angeles,20,profit,yes,DaVita,52,26,2,2,71.0,75.0,71.0,78.0,84.0,84.0
2023,52713,DaVita University Park Dialysis Center,Los Angeles,20,profit,yes,DaVita,52,26,2,2,73.0,78.0,68.0,77.0,83.0,83.0
2022,52713,DaVita University Park Dialysis Center,Los Angeles,20,profit,yes,DaVita,38,,3,,74.0,77.0,74.0,81.0,84.0,84.0
2021,52713,DaVita University Park Dialysis Center,Los Angeles,20,profit,yes,DaVita,45,,2,,70.0,78.0,73.0,77.0,81.0,80.0
2020,52713,DaVita University Park Dialysis Center,Los Angeles,20,profit,yes,DaVita,45,,2,,70.0,78.0,73.0,77.0,81.0,80.0
2019,52713,DaVita University Park Dialysis Center,Los Angeles,20,profit,yes,DaVita,55,,2,,71.0,71.0,74.0,78.0,82.0,81.0
2018,52713,DaVita University Park Dialysis Center,Los Angeles,20,profit,yes,DaVita,74,,3,,79.0,78.0,73.0,82.0,85.0,86.0
2024,52714,Desert Cities Dialysis,San Bernardino,30,profit,no,Independent,38,17,5,4,80.0,90.0,84.0,84.0,91.0,94.0
2023,52714,Desert Cities Dialysis,San Bernardino,30,profit,no,Independent,39,17,5,5,83.0,87.0,85.0,86.0,92.0,94.0
2022,52714,Desert Cities Dialysis,San Bernardino,30,profit,no,Independent,57,,4,,67.0,81.0,78.0,79.0,88.0,92.0
2021,52714,Desert Cities Dialysis,San Bernardino,30,profit,no,Independent,85,,5,,77.0,85.0,83.0,83.0,91.0,92.0
2020,52714,Desert Cities Dialysis,San Bernardino,30,profit,no,Independent,85,,5,,77.0,85.0,83.0,83.0,91.0,92.0
2019,52714,Desert Cities Dialysis,San Bernardino,30,profit,no,Independent,90,,3,,70.0,81.0,78.0,78.0,85.0,87.0
2018,52714,Desert Cities Dialysis,San Bernardino,30,profit,no,Independent,116,,3,,70.0,82.0,81.0,78.0,87.0,88.0
2024,52715,U.S. Renal Care Lomita Dialysis,Los Angeles,21,profit,yes,"US Renal Care, Inc.",49,29,3,3,83.0,77.0,69.0,87.0,86.0,87.0
2023,52715,U.S. Renal Care Lomita Dialysis,Los Angeles,21,profit,yes,"US Renal Care, Inc.",44,27,4,3,82.0,76.0,75.0,89.0,88.0,89.0
2022,52715,U.S. Renal Care Lomita Dialysis,Los Angeles,21,profit,yes,"US Renal Care, Inc.",44,,4,,85.0,76.0,73.0,86.0,86.0,89.0
2021,52715,U.S. Renal Care Lomita Dialysis,Los Angeles,21,profit,yes,"US Renal Care, Inc.",70,,3,,87.0,77.0,76.0,89.0,85.0,85.0
2020,52715,U.S. Renal Care Lomita Dialysis,Los Angeles,21,profit,yes,"US Renal Care, Inc.",70,,3,,87.0,77.0,76.0,89.0,85.0,85.0
2019,52715,U.S. Renal Care Lomita Dialysis,Los Angeles,21,profit,yes,"US Renal Care, Inc.",73,,4,,88.0,80.0,81.0,90.0,87.0,89.0
2018,52715,U.S. Renal Care Lomita Dialysis,Los Angeles,21,profit,yes,"US Renal Care, Inc.",65,,3,,93.0,84.0,80.0,90.0,88.0,88.0
2024,52717,DaVita Greater El Monte Dialysis Center,Los Angeles,14,profit,yes,DaVita,32,25,3,3,75.0,76.0,82.0,77.0,82.0,89.0
2023,52717,DaVita Greater El Monte Dialysis Center,Los Angeles,14,profit,yes,DaVita,35,28,3,3,75.0,77.0,80.0,78.0,83.0,87.0
2022,52717,DaVita Greater El Monte Dialysis Center,Los Angeles,14,profit,yes,DaVita,,,,,,,,,,
2021,52717,DaVita Greater El Monte Dialysis Center,Los Angeles,14,profit,yes,DaVita,38,,5,,78.0,82.0,82.0,81.0,89.0,92.0
2020,52717,DaVita Greater El Monte Dialysis Center,Los Angeles,14,profit,yes,DaVita,38,,5,,78.0,82.0,82.0,81.0,89.0,92.0
2019,52717,DaVita Greater El Monte Dialysis Center,Los Angeles,14,profit,yes,DaVita,39,,3,,70.0,79.0,76.0,78.0,87.0,88.0
2018,52717,DaVita Greater El Monte Dialysis Center,Los Angeles,14,profit,yes,DaVita,41,,4,,75.0,76.0,76.0,80.0,87.0,90.0
2024,52719,DaVita San Francisco Dialysis,San Francisco,30,profit,yes,DaVita,38,23,3,4,89.0,81.0,75.0,91.0,88.0,86.0
2023,52719,DaVita San Francisco Dialysis,San Francisco,30,profit,yes,DaVita,36,21,1,3,88.0,73.0,76.0,91.0,82.0,79.0
2022,52719,DaVita San Francisco Dialysis,San Francisco,30,profit,yes,DaVita,42,,2,,84.0,80.0,75.0,88.0,84.0,81.0
2021,52719,DaVita San Francisco Dialysis,San Francisco,30,profit,yes,DaVita,47,,3,,84.0,80.0,81.0,90.0,87.0,85.0
2020,52719,DaVita San Francisco Dialysis,San Francisco,30,profit,yes,DaVita,47,,3,,84.0,80.0,81.0,90.0,87.0,85.0
2019,52719,DaVita San Francisco Dialysis,San Francisco,30,profit,yes,DaVita,72,,3,,89.0,82.0,80.0,93.0,89.0,88.0
2018,52719,DaVita San Francisco Dialysis,San Francisco,30,profit,yes,DaVita,84,,3,,87.0,80.0,76.0,88.0,86.0,85.0
2024,52720,Citrus Dialysis Center,Los Angeles,22,profit,no,Independent,40,30,3,3,70.0,78.0,80.0,79.0,83.0,85.0
2023,52720,Citrus Dialysis Center,Los Angeles,22,profit,no,Independent,33,26,3,3,76.0,80.0,88.0,80.0,84.0,87.0
2022,52720,Citrus Dialysis Center,Los Angeles,22,profit,no,Independent,33,,4,,76.0,83.0,80.0,78.0,86.0,89.0
2021,52720,Citrus Dialysis Center,Los Angeles,22,profit,no,Independent,44,,4,,84.0,78.0,85.0,87.0,86.0,87.0
2020,52720,Citrus Dialysis Center,Los Angeles,22,profit,no,Independent,44,,4,,84.0,78.0,85.0,87.0,86.0,87.0
2019,52720,Citrus Dialysis Center,Los Angeles,22,profit,no,Independent,38,,2,,76.0,71.0,72.0,79.0,82.0,84.0
2018,52720,Citrus Dialysis Center,Los Angeles,22,profit,no,Independent,43,,2,,77.0,68.0,75.0,85.0,79.0,81.0
2024,52721,RAI-TELEGRAPH-PERALTA,Alameda,27,profit,yes,Fresenius Medical Care,31,18,3,4,86.0,86.0,82.0,88.0,90.0,89.0
2023,52721,RAI-TELEGRAPH-PERALTA,Alameda,27,profit,yes,Fresenius Medical Care,39,23,4,4,88.0,86.0,80.0,89.0,90.0,92.0
2022,52721,RAI-TELEGRAPH-PERALTA,Alameda,27,profit,yes,Fresenius Medical Care,,,,,,,,,,
2021,52721,RAI-TELEGRAPH-PERALTA,Alameda,27,profit,yes,Fresenius Medical Care,38,,2,,75.0,73.0,77.0,80.0,82.0,82.0
2020,52721,RAI-TELEGRAPH-PERALTA,Alameda,27,profit,yes,Fresenius Medical Care,38,,2,,75.0,73.0,77.0,80.0,82.0,82.0
2019,52721,RAI-TELEGRAPH-PERALTA,Alameda,27,profit,yes,Fresenius Medical Care,34,,2,,76.0,71.0,75.0,82.0,81.0,84.0
2018,52721,RAI-TELEGRAPH-PERALTA,Alameda,27,profit,yes,Fresenius Medical Care,39,,2,,80.0,79.0,81.0,83.0,84.0,84.0
2024,52722,BIO-MEDICAL APPLICATIONS OF FREMONT,Alameda,24,profit,yes,Fresenius Medical Care,,,,,,,,,,
2023,52722,BIO-MEDICAL APPLICATIONS OF FREMONT,Alameda,24,profit,yes,Fresenius Medical Care,,,,,,,,,,
2022,52722,BIO-MEDICAL APPLICATIONS OF FREMONT,Alameda,24,profit,yes,Fresenius Medical Care,,,,,,,,,,
2021,52722,BIO-MEDICAL APPLICATIONS OF FREMONT,Alameda,24,profit,yes,Fresenius Medical Care,43,,4,,90.0,78.0,74.0,87.0,83.0,88.0
2020,52722,BIO-MEDICAL APPLICATIONS OF FREMONT,Alameda,24,profit,yes,Fresenius Medical Care,43,,4,,90.0,78.0,74.0,87.0,83.0,88.0
2019,52722,BIO-MEDICAL APPLICATIONS OF FREMONT,Alameda,24,profit,yes,Fresenius Medical Care,41,,4,,86.0,79.0,76.0,90.0,85.0,89.0
2018,52722,BIO-MEDICAL APPLICATIONS OF FREMONT,Alameda,24,profit,yes,Fresenius Medical Care,42,,4,,87.0,79.0,74.0,89.0,86.0,89.0
2024,52723,DaVita Manteca Dialysis,San Joaquin,12,profit,yes,DaVita,,,,,,,,,,
2023,52723,DaVita Manteca Dialysis,San Joaquin,12,profit,yes,DaVita,,,,,,,,,,
2022,52723,DaVita Manteca Dialysis,San Joaquin,12,profit,yes,DaVita,,,,,,,,,,
2021,52723,DaVita Manteca Dialysis,San Joaquin,12,profit,yes,DaVita,,,,,,,,,,
2020,52723,DaVita Manteca Dialysis,San Joaquin,12,profit,yes,DaVita,,,,,,,,,,
2019,52723,DaVita Manteca Dialysis,San Joaquin,12,profit,yes,DaVita,,,,,,,,,,
2018,52723,DaVita Manteca Dialysis,San Joaquin,12,profit,yes,DaVita,,,,,,,,,,
2024,52724,DaVita Los Nietos Dialysis,Los Angeles,24,profit,yes,DaVita,,,,,,,,,,
2023,52724,DaVita Los Nietos Dialysis,Los Angeles,24,profit,yes,DaVita,,,,,,,,,,
2022,52724,DaVita Los Nietos Dialysis,Los Angeles,24,profit,yes,DaVita,,,,,,,,,,
2021,52724,DaVita Los Nietos Dialysis,Los Angeles,24,profit,yes,DaVita,,,,,,,,,,
2020,52724,DaVita Los Nietos Dialysis,Los Angeles,24,profit,yes,DaVita,,,,,,,,,,
2019,52724,DaVita Los Nietos Dialysis,Los Angeles,24,profit,yes,DaVita,34,,5,,87.0,83.0,89.0,95.0,92.0,94.0
2018,52724,DaVita Los Nietos Dialysis,Los Angeles,24,profit,yes,DaVita,31,,3,,84.0,81.0,85.0,86.0,87.0,88.0
2024,52725,DaVita Doctors Dialysis Center of East Los Angeles,Los Angeles,32,profit,yes,DaVita,55,24,4,4,80.0,82.0,86.0,84.0,89.0,91.0
2023,52725,DaVita Doctors Dialysis Center of East Los Angeles,Los Angeles,32,profit,yes,DaVita,56,24,5,4,81.0,83.0,84.0,85.0,91.0,93.0
2022,52725,DaVita Doctors Dialysis Center of East Los Angeles,Los Angeles,32,profit,yes,DaVita,40,,3,,80.0,78.0,79.0,80.0,83.0,87.0
2021,52725,DaVita Doctors Dialysis Center of East Los Angeles,Los Angeles,32,profit,yes,DaVita,79,,4,,83.0,84.0,87.0,86.0,88.0,90.0
2020,52725,DaVita Doctors Dialysis Center of East Los Angeles,Los Angeles,32,profit,yes,DaVita,79,,4,,83.0,84.0,87.0,86.0,88.0,90.0
2019,52725,DaVita Doctors Dialysis Center of East Los Angeles,Los Angeles,32,profit,yes,DaVita,63,,4,,85.0,83.0,86.0,87.0,90.0,90.0
2018,52725,DaVita Doctors Dialysis Center of East Los Angeles,Los Angeles,32,profit,yes,DaVita,67,,4,,89.0,82.0,85.0,89.0,90.0,91.0
2024,52726,Mohan Dialysis Center of Covina,Los Angeles,18,profit,no,Independent,43,26,2,3,73.0,77.0,80.0,80.0,81.0,84.0
2023,52726,Mohan Dialysis Center of Covina,Los Angeles,18,profit,no,Independent,33,20,2,2,76.0,77.0,76.0,83.0,80.0,84.0
2022,52726,Mohan Dialysis Center of Covina,Los Angeles,18,profit,no,Independent,47,,4,,76.0,82.0,76.0,80.0,89.0,89.0
2021,52726,Mohan Dialysis Center of Covina,Los Angeles,18,profit,no,Independent,65,,3,,73.0,79.0,74.0,81.0,85.0,86.0
2020,52726,Mohan Dialysis Center of Covina,Los Angeles,18,profit,no,Independent,65,,3,,73.0,79.0,74.0,81.0,85.0,86.0
2019,52726,Mohan Dialysis Center of Covina,Los Angeles,18,profit,no,Independent,80,,2,,75.0,77.0,70.0,78.0,84.0,84.0
2018,52726,Mohan Dialysis Center of Covina,Los Angeles,18,profit,no,Independent,68,,3,,76.0,78.0,68.0,83.0,85.0,86.0
2024,52727,FRESENIUS KIDNEY CARE REDLANDS,San Bernardino,18,profit,yes,Fresenius Medical Care,36,23,3,3,81.0,82.0,76.0,83.0,86.0,88.0
2023,52727,FRESENIUS KIDNEY CARE REDLANDS,San Bernardino,18,profit,yes,Fresenius Medical Care,34,23,4,3,78.0,83.0,73.0,84.0,89.0,90.0
2022,52727,FRESENIUS KIDNEY CARE REDLANDS,San Bernardino,18,profit,yes,Fresenius Medical Care,,,,,,,,,,
2021,52727,FRESENIUS KIDNEY CARE REDLANDS,San Bernardino,18,profit,yes,Fresenius Medical Care,42,,4,,83.0,83.0,80.0,87.0,91.0,90.0
2020,52727,FRESENIUS KIDNEY CARE REDLANDS,San Bernardino,18,profit,yes,Fresenius Medical Care,42,,4,,83.0,83.0,80.0,87.0,91.0,90.0
2019,52727,FRESENIUS KIDNEY CARE REDLANDS,San Bernardino,18,profit,yes,Fresenius Medical Care,39,,4,,78.0,82.0,84.0,86.0,89.0,91.0
2018,52727,FRESENIUS KIDNEY CARE REDLANDS,San Bernardino,18,profit,yes,Fresenius Medical Care,48,,3,,84.0,81.0,77.0,90.0,85.0,87.0
2024,52728,RAI OCEAN AVENUE,San Francisco,24,profit,yes,Fresenius Medical Care,48,22,3,3,80.0,81.0,72.0,86.0,87.0,86.0
2023,52728,RAI OCEAN AVENUE,San Francisco,24,profit,yes,Fresenius Medical Care,56,25,2,2,79.0,74.0,69.0,86.0,82.0,84.0
2022,52728,RAI OCEAN AVENUE,San Francisco,24,profit,yes,Fresenius Medical Care,46,,5,,83.0,82.0,81.0,88.0,93.0,94.0
2021,52728,RAI OCEAN AVENUE,San Francisco,24,profit,yes,Fresenius Medical Care,58,,3,,82.0,79.0,79.0,87.0,86.0,86.0
2020,52728,RAI OCEAN AVENUE,San Francisco,24,profit,yes,Fresenius Medical Care,58,,3,,82.0,79.0,79.0,87.0,86.0,86.0
2019,52728,RAI OCEAN AVENUE,San Francisco,24,profit,yes,Fresenius Medical Care,56,,4,,85.0,81.0,76.0,90.0,89.0,90.0
2018,52728,RAI OCEAN AVENUE,San Francisco,24,profit,yes,Fresenius Medical Care,66,,3,,84.0,76.0,74.0,89.0,83.0,86.0
2024,52729,DaVita Oakland Dialysis,Alameda,40,profit,yes,DaVita,62,25,5,4,82.0,86.0,76.0,86.0,92.0,93.0
2023,52729,DaVita Oakland Dialysis,Alameda,40,profit,yes,DaVita,57,24,4,3,80.0,85.0,73.0,81.0,89.0,90.0
2022,52729,DaVita Oakland Dialysis,Alameda,40,profit,yes,DaVita,50,,4,,83.0,81.0,79.0,87.0,89.0,91.0
2021,52729,DaVita Oakland Dialysis,Alameda,40,profit,yes,DaVita,79,,5,,78.0,82.0,79.0,81.0,87.0,91.0
2020,52729,DaVita Oakland Dialysis,Alameda,40,profit,yes,DaVita,79,,5,,78.0,82.0,79.0,81.0,87.0,91.0
2019,52729,DaVita Oakland Dialysis,Alameda,40,profit,yes,DaVita,99,,4,,78.0,81.0,83.0,80.0,90.0,89.0
2018,52729,DaVita Oakland Dialysis,Alameda,40,profit,yes,DaVita,115,,3,,77.0,82.0,78.0,82.0,87.0,88.0
2024,52730,DaVita Murrieta Dialysis,Riverside,24,profit,yes,DaVita,39,19,3,3,73.0,82.0,88.0,78.0,88.0,89.0
2023,52730,DaVita Murrieta Dialysis,Riverside,24,profit,yes,DaVita,42,22,4,4,76.0,84.0,89.0,83.0,90.0,90.0
2022,52730,DaVita Murrieta Dialysis,Riverside,24,profit,yes,DaVita,48,,4,,82.0,80.0,80.0,85.0,88.0,90.0
2021,52730,DaVita Murrieta Dialysis,Riverside,24,profit,yes,DaVita,70,,4,,77.0,82.0,86.0,80.0,89.0,89.0
2020,52730,DaVita Murrieta Dialysis,Riverside,24,profit,yes,DaVita,70,,4,,77.0,82.0,86.0,80.0,89.0,89.0
2019,52730,DaVita Murrieta Dialysis,Riverside,24,profit,yes,DaVita,72,,4,,80.0,86.0,91.0,79.0,88.0,90.0
2018,52730,DaVita Murrieta Dialysis,Riverside,24,profit,yes,DaVita,89,,3,,77.0,80.0,88.0,80.0,88.0,86.0
2024,52731,FRESENIUS MEDICAL CARE MARINA BAY,San Diego,31,profit,yes,Fresenius Medical Care,55,18,3,3,82.0,76.0,71.0,87.0,85.0,87.0
2023,52731,FRESENIUS MEDICAL CARE MARINA BAY,San Diego,31,profit,yes,Fresenius Medical Care,48,16,2,2,78.0,73.0,70.0,80.0,78.0,83.0
2022,52731,FRESENIUS MEDICAL CARE MARINA BAY,San Diego,31,profit,yes,Fresenius Medical Care,59,,3,,84.0,78.0,77.0,86.0,86.0,86.0
2021,52731,FRESENIUS MEDICAL CARE MARINA BAY,San Diego,31,profit,yes,Fresenius Medical Care,74,,4,,85.0,82.0,75.0,87.0,89.0,90.0
2020,52731,FRESENIUS MEDICAL CARE MARINA BAY,San Diego,31,profit,yes,Fresenius Medical Care,74,,4,,85.0,82.0,75.0,87.0,89.0,90.0
2019,52731,FRESENIUS MEDICAL CARE MARINA BAY,San Diego,31,profit,yes,Fresenius Medical Care,70,,3,,83.0,83.0,74.0,88.0,89.0,86.0
2018,52731,FRESENIUS MEDICAL CARE MARINA BAY,San Diego,31,profit,yes,Fresenius Medical Care,76,,3,,81.0,80.0,72.0,85.0,86.0,87.0
2024,52734,DaVita Anaheim Dialysis,Orange,36,profit,yes,DaVita,48,22,3,3,77.0,81.0,82.0,79.0,85.0,87.0
2023,52734,DaVita Anaheim Dialysis,Orange,36,profit,yes,DaVita,59,24,2,3,82.0,77.0,81.0,85.0,82.0,84.0
2022,52734,DaVita Anaheim Dialysis,Orange,36,profit,yes,DaVita,59,,3,,84.0,77.0,73.0,86.0,83.0,86.0
2021,52734,DaVita Anaheim Dialysis,Orange,36,profit,yes,DaVita,81,,4,,85.0,77.0,82.0,87.0,85.0,88.0
2020,52734,DaVita Anaheim Dialysis,Orange,36,profit,yes,DaVita,81,,4,,85.0,77.0,82.0,87.0,85.0,88.0
2019,52734,DaVita Anaheim Dialysis,Orange,36,profit,yes,DaVita,93,,3,,82.0,78.0,81.0,82.0,84.0,88.0
2018,52734,DaVita Anaheim Dialysis,Orange,36,profit,yes,DaVita,77,,2,,78.0,74.0,78.0,79.0,79.0,83.0
2024,52735,DaVita Temecula Dialysis Center,Riverside,18,profit,yes,DaVita,52,30,3,4,81.0,86.0,81.0,82.0,89.0,89.0
2023,52735,DaVita Temecula Dialysis Center,Riverside,18,profit,yes,DaVita,51,30,4,3,79.0,85.0,81.0,80.0,86.0,90.0
2022,52735,DaVita Temecula Dialysis Center,Riverside,18,profit,yes,DaVita,51,,4,,82.0,87.0,86.0,87.0,91.0,91.0
2021,52735,DaVita Temecula Dialysis Center,Riverside,18,profit,yes,DaVita,49,,5,,78.0,85.0,84.0,82.0,89.0,91.0
2020,52735,DaVita Temecula Dialysis Center,Riverside,18,profit,yes,DaVita,49,,5,,78.0,85.0,84.0,82.0,89.0,91.0
2019,52735,DaVita Temecula Dialysis Center,Riverside,18,profit,yes,DaVita,59,,3,,84.0,80.0,87.0,85.0,86.0,88.0
2018,52735,DaVita Temecula Dialysis Center,Riverside,18,profit,yes,DaVita,66,,4,,78.0,82.0,85.0,85.0,88.0,89.0
2024,52738,DaVita Los Banos Dialysis,Merced,24,profit,yes,DaVita,37,26,3,4,82.0,86.0,86.0,86.0,92.0,89.0
2023,52738,DaVita Los Banos Dialysis,Merced,24,profit,yes,DaVita,36,29,4,4,84.0,85.0,81.0,86.0,91.0,92.0
2022,52738,DaVita Los Banos Dialysis,Merced,24,profit,yes,DaVita,42,,5,,80.0,91.0,91.0,84.0,95.0,94.0
2021,52738,DaVita Los Banos Dialysis,Merced,24,profit,yes,DaVita,50,,5,,87.0,88.0,87.0,89.0,94.0,96.0
2020,52738,DaVita Los Banos Dialysis,Merced,24,profit,yes,DaVita,50,,5,,87.0,88.0,87.0,89.0,94.0,96.0
2019,52738,DaVita Los Banos Dialysis,Merced,24,profit,yes,DaVita,54,,4,,87.0,85.0,82.0,91.0,89.0,93.0
2018,52738,DaVita Los Banos Dialysis,Merced,24,profit,yes,DaVita,58,,5,,88.0,86.0,88.0,90.0,92.0,93.0
2024,52739,DaVita Chino Dialysis,San Bernardino,24,profit,yes,DaVita,35,21,4,3,74.0,86.0,79.0,76.0,90.0,90.0
2023,52739,DaVita Chino Dialysis,San Bernardino,24,profit,yes,DaVita,46,28,4,3,76.0,85.0,79.0,78.0,90.0,92.0
2022,52739,DaVita Chino Dialysis,San Bernardino,24,profit,yes,DaVita,43,,4,,78.0,84.0,82.0,82.0,90.0,91.0
2021,52739,DaVita Chino Dialysis,San Bernardino,24,profit,yes,DaVita,54,,5,,84.0,86.0,86.0,86.0,91.0,91.0
