"CMS Certification Number (CCN)","Network","Facility Name","Address Line 1","Address Line 2","City/Town","State","ZIP Code","County/Parish","Telephone Number","Profit or Non-Profit","Chain Owned","Chain Organization","ICH-CAHPS date","ICH-CAHPS data availability code","Lower box percent of patients-nephrologists' communication and caring","Middle box percent of patients-nephrologists' communication and caring","Top box percent of patients-nephrologists' communication and caring","Linearized score of nephrologists' communication and caring","Star rating of nephrologists' communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Linearized score of quality of dialysis center care and operations","Star rating of quality of dialysis center care and operations","Lower box percent of patients-providing information to patients","Top box percent of patients- providing information to patients","Linearized score of providing information to patients","Star rating of providing information to patients","Lower box percent of patients-rating of the nephrologist","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Linearized score of rating of the nephrologist","Star rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff","Linearized score of rating of the dialysis center staff","Star rating of the dialysis center staff","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility","Top box percent of patients-rating of the dialysis facility","Linearized score of rating of the dialysis facility","Star rating of the dialysis facility","Total number of completed interviews from the Fall and Spring Surveys","ICH CAHPS Survey of patients' experiences star rating","Survey response rate"
072503,1,FMC New Haven Home Dialysis,136 Sherman Avenue,Suite 206,NEW HAVEN,CT,06511,New Haven,(203) 773-0853,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072504,1,DaVita Stamford Dialysis,30 Commerce Road,,STAMFORD,CT,06902,Fairfield,(203) 358-9969,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,16,16,68,83,3,25,28,47,72,2,34,66,66,1,11,24,65,86,4,26,39,35,77,1,26,42,32,77,2,68,2,24
072505,1,FMC Dialysis Center Of Newington,375 Willard Avenue,,NEWINGTON,CT,06111,Hartford,(860) 667-3898,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072507,1,DaVita New Haven Dialysis,15 Center Street,Ste 201,NEW HAVEN,CT,06510,New Haven,(203) 859-7770,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,25,14,61,76,2,22,23,55,75,2,27,73,73,2,32,35,33,72,1,17,37,46,81,2,22,25,53,80,2,34,2,22
072508,1,FMC Central Ct Dialysis Center,377 Research Parkway,,MERIDEN,CT,06450,New Haven,(203) 639-2880,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072509,1,FMC East Hartford Dialysis Center,200 Pitkin Street,,EAST HARTFORD,CT,06108,Hartford,(860) 282-6266,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,15,16,69,83,3,18,17,65,81,4,20,80,80,4,10,29,61,87,4,3,25,72,90,4,4,30,66,91,4,42,4,26
072510,1,DaVita Shelton Dialysis,750 Bridgeport Avenue,,SHELTON,CT,06484,Fairfield,(203) 925-9520,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,15,10,75,84,4,19,21,60,78,3,27,73,73,2,15,20,65,85,4,10,34,56,83,2,9,26,65,87,3,42,3,26
072511,1,DaVita Greater Waterbury  Dialysis,209 Highland Avenue,,WATERBURY,CT,06708,New Haven,(203) 574-7933,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,17,15,68,82,3,21,19,60,78,3,21,79,79,3,15,17,68,85,4,16,18,66,84,2,14,14,72,87,3,77,3,32
072512,1,FMC St. Raphael Dialysis Center - New Haven,137 Water Street,Dialysis Unit,New Haven,CT,06511,New Haven,(203) 772-2421,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072514,1,DaVita Milford Dialysis,470 Bridgeport Avenue,Ste S,MILFORD,CT,06460,New Haven,(203) 301-9040,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,18,15,67,81,3,11,20,69,85,5,15,85,85,5,12,32,56,84,4,3,8,89,95,5,7,6,87,95,5,32,5,23
072515,1,DaVita New London Dialysis,5 Shaw's Cove,Suite 100,NEW LONDON,CT,06320,New London,(860) 701-1357,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,11,24,65,84,4,8,26,66,85,5,8,92,92,5,14,15,71,88,5,6,27,67,88,4,4,13,83,93,5,34,5,20
072516,1,DaVita Hartford Dialysis,675 TOWER AVENUE,UNIT 2ND FL,HARTFORD,CT,06112,Hartford,(860) 242-0735,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,23,12,65,79,3,31,17,52,71,1,25,75,75,2,20,20,60,83,4,20,31,49,81,2,19,19,62,84,2,40,2,22
072517,1,DaVita Branford Dialysis,249 WEST MAIN STREET,,BRANFORD,CT,06405,New Haven,(203) 481-8531,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072518,1,DaVita PDI Rocky Hill,30 WATERCHASE DRIVE,,ROCKY HILL,CT,06067,Hartford,(860) 563-6000,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072519,1,DCI - UCONN DIALYSIS CENTER,270 Farmington Ave,Ste160,Farmington,CT,06032,Hartford,(860) 678-1459,Non-profit,Yes,"Dialysis Clinic, Inc.",21OCT2022-14JUL2023,001,9,14,77,89,5,17,16,67,82,4,19,81,81,4,13,22,65,86,4,17,9,74,88,4,15,22,63,87,3,30,4,27
072520,1,DaVita Norwich Dialysis,113 Salem Turnpike,STE 4,NORWICH,CT,06360,New London,(860) 800-6388,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,15,19,66,83,3,13,18,69,84,4,11,89,89,5,15,32,53,86,4,10,15,75,89,4,6,17,77,93,5,35,4,23
072521,1,DaVita South Norwalk Dialysis,666 West Avenue,,Norwalk,CT,06850,Fairfield,(475) 283-9702,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072522,1,FMC Shoreline Dialysis Center,34 EAST INDUSTRIAL ROAD,,Branford,CT,06405,New Haven,(203) 315-8113,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072523,1,DaVita Torrington Dialysis,780 Litchfield St,Ste 100,TORRINGTON,CT,06790,Litchfield,(860) 496-0661,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,13,23,64,83,3,14,26,60,81,4,9,91,91,5,13,26,61,87,4,9,28,63,88,4,5,32,63,88,3,39,4,35
072524,1,DaVita PDI Middlesex Dialysis Center,"100 Main Street, Suite A",,MIDDLETOWN,CT,06457,Middlesex,(860) 346-5600,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,28,14,58,73,2,17,15,68,82,4,20,80,80,4,29,30,41,74,1,12,17,71,89,4,13,14,73,89,3,34,3,31
072527,1,FMC DIALYSIS SERVICES FORESTVILLE,135 MIDDLE STREET,,BRISTOL,CT,06010,Hartford,(860) 584-2155,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072528,1,DaVita Bloomfield Dialysis,29 Griffin Road South,,BLOOMFIELD,CT,06002,Hartford,(860) 243-5389,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072529,1,DaVita Vernon Dialysis Center,460 Hartford Turnpike,Ste C,VERNON,CT,06066,Tolland,(860) 896-1537,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072530,1,DaVita Windham Dialysis Center,375 Tuckie Road,Ste C,NORTH WINDHAM,CT,06256,Windham,(860) 456-1677,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072532,1,US Renal Care North Haven Dialysis,510 WASHINGTON AVENUE,,NORTH HAVEN,CT,06473,New Haven,(203) 234-7071,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,001,15,15,70,83,3,11,13,76,87,5,16,84,84,5,11,27,62,86,4,6,15,79,93,5,7,12,81,93,5,34,5,33
072533,1,DaVita Waterbury Dialysis Center,150 MATTATUCK HEIGHTS RD,,WATERBURY,CT,06705,New Haven,(203) 419-0488,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072534,1,Fresenius Medical Care of Southington,341 West Street,,PLANTSVILLE,CT,06479,Hartford,(860) 621-3557,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072535,1,DaVita Black Rock Dialysis,427 STILLSON RD,,FAIRFIELD,CT,06824,Fairfield,(203) 382-9566,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072536,1,Fresenius Medical Care of Fairfield,500 Kings Hwy,,FAIRFIELD,CT,06825,Fairfield,(203) 583-8875,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,26,14,60,76,2,33,17,50,70,1,32,68,68,1,18,29,53,83,4,14,47,39,80,2,18,30,52,81,2,35,2,32
072537,1,FMC NORTH HAVEN DIALYSIS CENTER,266 STATE STREET SUITE 2,,NORTH HAVEN,CT,06473,New Haven,(203) 230-1946,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,13,12,75,86,4,12,17,71,86,5,21,79,79,3,2,32,66,90,5,9,13,78,90,4,8,23,69,91,4,45,4,32
072538,1,DCI - Manchester Dialysis Center,319 Main Street,,MANCHESTER,CT,06040,Hartford,(860) 432-9499,Non-profit,Yes,"Dialysis Clinic, Inc.",21OCT2022-14JUL2023,001,26,13,61,76,2,18,19,63,80,4,20,80,80,4,18,33,49,80,3,12,26,62,84,2,5,27,68,87,3,30,3,25
072539,1,US Renal Care Orange Dialysis,"240 Indian River Rd, Suite D",,ORANGE,CT,06477,New Haven,(203) 891-8992,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,001,15,16,69,83,3,13,17,70,84,4,12,88,88,5,10,22,68,87,4,7,10,83,91,4,6,9,85,93,5,46,4,25
072540,1,FMC of Western Hartford,"725 Park Avenue,",,BLOOMFIELD,CT,06002,Hartford,(860) 726-0099,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,25,19,56,75,2,23,24,53,74,2,31,69,69,1,19,32,49,78,2,22,36,42,78,1,23,19,58,80,2,36,2,30
072541,1,DaVita Willard Avenue Dialysis,445E Willard Avenue,,NEWINGTON,CT,06111,Hartford,(860) 667-1700,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072542,1,Comprehensive Dialysis Care LLC,"61 Pomeroy Ave., Building 1",,Meriden,CT,06450,New Haven,(203) 238-1962,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072543,1,DaVita Hamden Dialysis,3000 Dixwell Avenue,Ste 100,HAMDEN,CT,06518,New Haven,(203) 281-5361,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072544,1,DaVita Danbury Dialysis,111 OSBORNE STREET,SUITE 211,DANBURY,CT,06810,Fairfield,(203) 794-1938,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,24,12,64,77,2,16,13,71,84,4,25,75,75,2,17,25,58,79,3,3,15,82,93,5,7,11,82,93,5,33,4,25
072546,1,US Renal Care Branford Dialysis,322 East Main Street,Suite 1A,BRANFORD,CT,06405,New Haven,(203) 483-0710,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072547,1,DaVita Palomba Drive Dialysis,51 Palomba Drive,,ENFIELD,CT,06082,Hartford,(860) 749-0476,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072548,1,DaVita Housatonic Dialysis,164 Mount Pleasant Rd,,NEWTOWN,CT,06470,Fairfield,(203) 270-0081,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072549,1,Wallingford Dialysis Care LLC,720 N Main Street Ext,Suite 3,WALLINGFORD,CT,06492,New Haven,(203) 265-0667,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072551,1,Herald Square Dialysis LLC,One Herald Square,Suite 100,NEW BRITAIN,CT,06051,Hartford,(860) 223-4963,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072553,1,DaVita Hawley Lane Dialysis,425 Hawley LN,,STRATFORD,CT,06614,Fairfield,(203) 375-5438,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072554,1,DaVita Hartford Downtown Dialysis,80 Seymour Street,,Hartford,CT,06115,Hartford,(860) 244-2108,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072555,1,DaVita New Britain Dialysis,100 Grand Street,,New Britain,CT,06052,Hartford,(860) 223-4603,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072556,1,DCI - Avon Dialysis Inc,54 West Avon Rd,,Avon,CT,06001,Hartford,(860) 269-3370,Non-profit,Yes,"Dialysis Clinic, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072557,1,DaVita Trumbull Dialysis,7 Cambridge Drive,Suite 105,Trumbull,CT,06611,Fairfield,(203) 371-6592,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072559,1,Cassena Kidney Care at Norwalk,23 Prospect St.,,Norwalk,CT,06850,Fairfield,(203) 454-8600,Profit,No,Independent,21OCT2022-14JUL2023,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082300,4,Christiana Care Health System,"Hemodialysis Unit, Christiana Hospital","4755 Ogletown-Stanton Road, P.O. Box 6001",Newark,DE,19718,New Castle,(302) 733-1001,Non-profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082301,4,Bayhealth Medical  Center,640 S State Street,,dover,DE,19901,Kent,(302) 744-7322,Non-profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082302,4,Alfred I. DuPont Hospital for Children Dialysis Center,1600 Rockland Road,,Wilmington,DE,19899,New Castle,(302) 651-5374,Non-profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082501,4,FKC Brandywine,303 A Street,,Wilmington,DE,19801,New Castle,(302) 658-7469,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082502,4,FKC Central Delaware,Blue Hen Corporate Center,"655 South Bay Road, Suite 4M",Dover,DE,19901,Kent,(302) 678-5718,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082503,4,FKC Mid Sussex County,34 Georgetown Plaza,,Georgetown,DE,19947,Sussex,(302) 854-0230,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,12,15,73,86,4,20,19,61,79,3,19,81,81,4,6,33,61,87,4,16,34,50,82,2,13,22,65,85,3,32,3,31
082505,4,FKC Riverside Park,"Riverside Medical Arts Complex, Suite G2",700 W. Lea Boulevard,Wilmington,DE,19802,New Castle,(302) 762-8585,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,22,8,70,81,3,24,14,62,77,3,20,80,80,4,19,22,59,83,4,15,30,55,83,2,13,23,64,86,3,36,3,28
082506,4,FKC Christiana,University Plaza Shopping Center,63 University Plaza,Newark,DE,19702,New Castle,(302) 453-8834,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,9,24,67,86,4,24,25,51,74,2,22,78,78,3,9,33,58,84,4,17,38,45,80,2,15,41,44,81,2,30,3,25
082507,4,FKC Milford,656D North DuPont Highway,,Milford,DE,19963,Sussex,(302) 424-0552,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,14,12,74,86,4,17,15,68,83,4,16,84,84,5,11,25,64,88,5,7,24,69,90,4,8,12,80,91,4,45,4,29
082509,4,FKC First State,608 Ferry Cut-Off,,New Castle,DE,19720,New Castle,(302) 328-9044,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082510,4,FKC Rehoboth,"19339 Coastal Highway, Suite 100",,Rehoboth Beach,DE,19971,Sussex,(302) 226-9330,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082511,4,FKC Wilmington,"St. Francis Medical Office Building, Suite 404",7th and Clayton Street,Wilmington,DE,19805,New Castle,(302) 421-9177,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082512,4,FKC Smyrna,Gateway North Shopping Center,"210 Stadium Street, Rt. 13",Smyrna,DE,19977,Kent,(302) 659-5220,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082513,4,FKC Newport Pike,605 W. Newport Pike,,Wilmington,DE,19804,New Castle,(302) 633-6228,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082514,4,FKC Middletown,"104 Sleepy Hollow Drive, Suite 100",,Middletown,DE,19709,New Castle,(302) 449-1601,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082515,4,FKC Greentree,"97 Commerce Way, Suite 104",,Dover,DE,19904,Kent,(302) 674-1919,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082516,4,FKC North Wilmington,4000 Washington Street,,Wilmington,DE,19802,New Castle,(302) 762-2903,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082517,4,USRC Wilmington,913 Delaware Avenue,,Wilmington,DE,19806,New Castle,(302) 429-0142,Non-profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082518,4,USRC Seaford,600 Health Services Drive,,Seaford,DE,19973,Sussex,(302) 262-0852,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082519,4,FKC Millsboro,30164 Commerce Drive,,Millsboro,DE,19966,Sussex,(302) 934-6342,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082520,4,FKC Brandywine Home Therapies,"4923 Ogletown-Stanton Road, Suite 210",,Newark,DE,19713,New Castle,(302) 998-7568,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082521,4,FKC Fox Run,"2520 Wrangle Hill Road, Suite 100",,Bear,DE,19701,New Castle,(302) 836-6093,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,14,9,77,86,4,8,14,78,90,5,18,82,82,4,10,26,64,88,5,2,15,83,94,5,0,8,92,98,5,32,5,32
082522,4,AKC Newark,"1415 Pulaski Highway, Suite B",,Newark,DE,19702,New Castle,(302) 836-9790,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082523,4,AKC Hockessin,"5936 Limestone Road, Suite 101",,Hockessin,DE,19707,New Castle,(302) 239-4106,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082524,4,USRC Laurel,30214 Sussex Highway,Unit #5,Laurel,DE,19956,Sussex,(302) 715-3060,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082525,4,FKC Lantana,Lantana Square Shopping Center,214 Lantana Drive,Hockessin,DE,19707,New Castle,(302) 239-4704,Non-profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082526,4,FKC Dover Home Dialysis Center,1198 South Governors Avenue,"Building B, Suite 201",Dover,DE,19904,Kent,(302) 736-1340,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082527,4,FKC Bridgeville,9115 Antique Alley,,Bridgeville,DE,19933,Sussex,(302) 337-8789,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082528,4,FKC North Dover,80 Salt Creek Drive,,Dover,DE,19901,Kent,(302) 678-2181,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082529,4,FKC Talleyville,"1417 Foulk Road, Suite 100",,Wilmington,DE,19803,New Castle,(302) 479-7130,Non-profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082530,4,FKC Main Street,325 Newark Shopping Ctr,,Newark,DE,19711,New Castle,(302) 366-0129,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082531,4,American Kidney Care Dover,"107 Mont Blanc Blvd., Suite 100",,Dover,DE,19904,Kent,(302) 674-2074,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082533,4,Concerto Delaware,15 Omega Drive,"Building K, Suite #5",Newark,DE,19713,New Castle,(847) 233-1200,Profit,Yes,Other,21OCT2022-14JUL2023,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082534,4,DaVita Harrington,2000 MIDWAY DR,,HARRINGTON,DE,19952,Kent,(302) 305-2347,Profit,Yes,DaVita,21OCT2022-14JUL2023,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082599,4,Wilmington VA Medical Center,1601 Kirkwood Highway,,Wilmington,DE,19805,New Castle,(302) 994-2511,Non-profit,Yes,Veterans Administration,21OCT2022-14JUL2023,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092305,5,DaVita Childrens National Medical Center,111 MICHIGAN AVE NW,,WASHINGTON,DC,20010,District of Columbia,(202) 476-5148,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092501,5,BMA - DUPONT CIRCLE,11 DUPONT CIR NW,STE LL100,WASHINGTON,DC,20036,District of Columbia,(202) 483-0176,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092503,5,BMA - COLUMBIA HEIGHTS,106 IRVING ST NW,STE 1400,WASHINGTON,DC,20010,District of Columbia,(202) 829-0060,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,19,12,69,83,3,21,23,56,77,3,24,76,76,2,3,37,60,88,5,5,44,51,84,2,6,45,49,84,2,61,3,22
092505,5,GREATER SOUTHEAST COMMUNITY DIALYSIS CENTER,4601 MARTIN LUTHER KING JR. AVENUE SOUTHWEST,SUITE A,WASHINGTON,DC,20032,District of Columbia,(202) 562-9581,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092510,5,DaVita Lee Street Dialysis,5155 LEE ST NE,,WASHINGTON,DC,20019,District of Columbia,(202) 398-1047,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092513,5,DaVita Eighth Street Dialysis,920 BLADENSBURG ROAD NE,,WASHINGTON,DC,20002,District of Columbia,(202) 399-0812,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,13,17,70,84,4,24,23,53,75,2,25,75,75,2,14,34,52,84,4,19,36,45,81,2,17,39,44,81,2,51,3,30
092515,5,BMA - NORTHEAST WASHINGTON,817 VARNUM ST NE,,WASHINGTON,DC,20017,District of Columbia,(202) 832-4481,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092516,5,DaVita Georgetown Home Training,2233 WISCONSIN AVE NW,SUITE 215,WASHINGTON,DC,20007,District of Columbia,(202) 337-1431,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092517,5,DaVita GWU Southeast Dialysis,RENAL DIALYSIS UNIT,3857 A PENNSYLVANIA AVE SE,WASHINGTON,DC,20020,District of Columbia,(202) 581-9440,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,25,10,65,77,2,37,15,48,67,1,39,61,61,1,17,21,62,82,3,24,32,44,76,1,36,29,35,70,1,36,2,19
092518,5,DaVita K Street Dialysis,2131 K STREET NW,STE 300,WASHINGTON,DC,20037,District of Columbia,(202) 223-8453,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,32,16,52,68,1,28,18,54,73,2,26,74,74,2,27,24,49,73,1,26,26,48,77,1,28,20,52,77,2,34,2,25
092519,5,DaVita Brentwood Dialysis,1231 BRENTWOOD RD NE,,WASHINGTON,DC,20018,District of Columbia,(202) 636-3711,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,22,21,57,76,2,24,25,51,75,2,24,76,76,2,8,51,41,84,4,21,43,36,77,1,15,49,36,80,2,31,2,24
092520,5,DaVita Union Plaza Dialysis Center,810 1ST ST NE,STE 100,WASHINGTON,DC,20002,District of Columbia,(202) 842-3127,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,20,17,63,78,2,20,22,58,78,3,24,76,76,2,12,28,60,85,4,8,21,71,86,3,6,30,64,87,3,33,3,23
092521,5,CAPITOL DIALYSIS,"140 Q STREET, N.E.",,WASHINGTON,DC,20002,District of Columbia,(202) 636-9411,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,001,31,11,58,71,2,30,18,52,71,1,26,74,74,2,25,29,46,77,2,18,21,61,81,2,20,14,66,85,3,34,2,16
