"Facility Name","CMS Certification Number (CCN)","Alternate CCN","Address","City","State","Zip Code","Network","Total Performance Score","State Average Total Performance Score","National Average Total Performance Score","Payment Reduction Percentage"
"DaVita Golden Glades Dialysis","682556","-","15600 NW 15TH AVE #D","MIAMI GARDENS","FL","33169","Network 7","64","57","64","0.0%"
"DaVita Golden Mile Dialysis","212733","-","1306 W. PATRICK STREET","Frederick","MD","21703","Network 5","59","66","64","0.0%"
"Davita Golden State Dialysis","552812","-","4200 N GOLDEN STATE BLVD","TURLOCK","CA","95382","Network 17","78","65","64","0.0%"
"DaVita Golden Triangle Dialysis","452524","-","1020 N 14TH STREET","BEAUMONT","TX","77702","Network 14","69","63","64","0.0%"
"DaVita Goldsboro Dialysis","342531","-","2609 HOSPITAL ROAD","GOLDSBORO","NC","27534","Network 6","79","68","64","0.0%"
"DaVita Goldsboro South Dialysis","342587","-","1704 WAYNE MEMORIAL DRIVE","GOLDSBORO","NC","27530","Network 6","64","68","64","0.0%"
"DaVita Gonzales Dialysis Center","452734","-","1406 NORTH SARAH DEWITT DR","GONZALES","TX","78629","Network 14","75","63","64","0.0%"
"DaVita Good Samaritan Dialysis","212722","-","5601 LOCH RAVEN BOULEVARD","BALTIMORE","MD","21239","Network 5","50","66","64","0.5%"
"DaVita Goose Creek Dialysis","422596","-","109 GREENLAND DRIVE","GOOSE CREEK","SC","29445","Network 6","68","67","64","0.0%"
"DaVita Gracias Dialysis","672529","-","12430 STATE HIGHWAY 249 STE H","HOUSTON","TX","77086","Network 14","57","63","64","0.0%"
"DaVita Graham Dialysis Center","502554","-","10219 196TH ST CT E STE C","GRAHAM","WA","98338","Network 16","74","67","64","0.0%"
"DaVita Grand Blanc Dialysis Center","232569","-","3625 GENESYS PKWY","GRAND BLANC","MI","48439","Network 11","66","63","64","0.0%"
"DaVita Grand Blanc Home Training","232711","-","8195 S SAGINAW ST","GRAND BLANC","MI","48439","Network 11","65","63","64","0.0%"
"DaVita Grand Central Dialysis","512519","-","800 GRAND CENTRAL MALL","VIENNA","WV","26105","Network 5","75","59","64","0.0%"
"DaVita Grand Crossing Dialysis","142728","-","7319 S. COTTAGE GROVE AVE.","CHICAGO","IL","60619","Network 10","43","64","64","1.0%"
"DaVita Grand Home Dialysis","032620","-","14671 W. MOUNTAIN VIEW BLVD.","Surprise","AZ","85374","Network 15","72","64","64","0.0%"
"DaVita Grand Island Dialysis","282522","-","203 EAST STOLLEY PARK ROAD","GRAND ISLAND","NE","68801","Network 12","82","67","64","0.0%"
"DaVita Grand Junction Dialysis Center","062553","-","710 WELLINGTON AVE STE 20","GRAND JUNCTION","CO","81501","Network 15","67","72","64","0.0%"
"DaVita Grandview Dialysis","262644","-","13812 S US HIGHWAY 71","GRANDVIEW","MO","64030","Network 12","56","62","64","0.5%"
"DaVita Granite City Dialysis Center","142537","-","9  AMERICAN VILLAGE","GRANITE CITY","IL","62040","Network 10","58","64","64","0.0%"
"DaVita GRANT LINE DIALYSIS","752508","-","2955 NORTH CORRAL HOLLOW RD, STE 101","TRACY","CA","95376","Network 17","84","65","64","0.0%"
"DaVita Grant One Dialysis","392792","-","9475 ROOSEVELT BOULEVARD, SUITE 9","Philadelphia","PA","19114","Network 4","62","64","64","0.0%"
"DaVita Grant Park Dialysis","092522","-","5000 NANNIE HELEN BURROUGHS AVE NE","WASHINGTON","DC","20019","Network 5","66","63","64","0.0%"
"DaVita Grants Pass II Dialysis","382565","-","1055 REDWOOD AVE","GRANTS PASS","OR","97527","Network 16","63","67","64","0.0%"
"DaVita Grapevine Dialysis","672531","-","1651 W. NORTHWEST HWY","GRAPEVINE","TX","76051","Network 14","65","63","64","0.0%"
"DaVita Grass Valley Dialysis","052805","-","36O CROWN POINT CIRCLE, SUITE 210","GRASS VALLEY","CA","95945","Network 17","73","65","64","0.0%"
"DaVita Grayling Home Training PD","232692","-","125 E MICHIGAN AVE","GRAYLING","MI","49738","Network 11","76","63","64","0.0%"
"DaVita Great Bridge Dialysis Center","492604","-","745 NORTH BATTLEFIELD BLVD","CHESAPEAKE","VA","23320","Network 5","69","66","64","0.0%"
"DaVita Greater Charleston Dialysis","512520","-","24 MACCORKLE AVE SW","SOUTH CHARLESTON","WV","25303","Network 5","69","59","64","0.0%"
"DaVita Greater El Monte Dialysis Center","052717","-","1938 TYLER AVENUE, SUITE J-168","South El Monte","CA","91733","Network 18","66","65","64","0.0%"
"DaVita Greater Miami Dialysis","102586","-","160 NW 176TH ST #100","MIAMI","FL","33169","Network 7","58","57","64","0.0%"
"DaVita Greater Portsmouth Dialysis","492618","-","3110 HIGH ST","Portsmouth","VA","23707","Network 5","47","66","64","0.5%"
"DaVita Greater Tampa at Home PD","102885","-","4204 N. MAC DILL AVE","TAMPA","FL","33607","Network 7","55","57","64","0.5%"
"DaVita Greater Waterbury  Dialysis","072511","-","209 HIGHLAND AVENUE","WATERBURY","CT","06708","Network 1","66","67","64","0.0%"
"DaVita Great Falls Dialysis","272509","-","3400 10TH AVE SOUTH","GREAT FALLS","MT","59405","Network 16","77","70","64","0.0%"
"DaVita Greatwood Dialysis","672758","-","20333 SOUTHWEST FREEWAY","SUGAR LAND","TX","77479","Network 14","80","63","64","0.0%"
"DaVita Greeley Dialysis","062586","-","2812 W 10TH ST","GREELEY","CO","80634","Network 15","77","72","64","0.0%"
"DaVita Green Bay Dialysis","522552","-","1751 DECKNER AVE","GREEN BAY","WI","54302","Network 11","83","66","64","0.0%"
"DaVita Green Bay Northwood Dialysis","522511","-","W 7305 ELM AVENUE","SHAWANO","WI","54166","Network 11","86","66","64","0.0%"
"DaVita Greenbelt Home Training (PD Only)","212710","-","10210 GREENBELT ROAD","LANHAM","MD","20706","Network 5","64","66","64","0.0%"
"DaVita Green Country Dialysis","162554","-","5250 UTICA RIDGE RD","DAVENPORT","IA","52807","Network 12","62","72","64","0.0%"
"DaVita Greene County Dialysis","012550","-","544 HIGHWAY 43","EUTAW","AL","35462","Network 8","68","65","64","0.0%"
"DaVita Greene County Dialysis Center","342650","-","1025 KINGOLD BLVD","SNOW HILL","NC","28580","Network 6","74","68","64","0.0%"
"DaVita Greeneville Dialysis","442716","-","110 HERITAGE COURT","GREENEVILLE","TN","37743","Network 8","54","64","64","0.5%"
"DaVita Green Lake County Dialysis","522605","-","432 OAK ST","BERLIN","WI","54923","Network 11","59","66","64","0.0%"
"DaVita Greenmount Central Dialysis","212739","-","423 EAST NORTH AVE","Baltimore","MD","21202","Network 5","41","66","64","1.0%"
"DaVita Green Oak Dialysis","672764","-","1426 KINGWOOD DRIVE","KINGWOOD","TX","77339","Network 14","59","63","64","0.0%"
"DaVita GreenPoint Dialysis","332788","-","146 MESEROLE STREET","Brooklyn","NY","11206","Network 2","62","61","64","0.0%"
"DaVita Greensboro Dialysis","112640","-","1041 WILLOW RUN RD.","Greensboro","GA","30642","Network 6","66","59","64","0.0%"
"DaVita Greenspring Dialysis Center","212551","-","4701 MT HOPE DR    STE C","BALTIMORE","MD","21215","Network 5","57","66","64","0.0%"
"DaVita Green Valley at Home","292517","-","1489 W WARM SPRINGS RD STE 122","HENDERSON","NV","89014","Network 15","53","59","64","0.5%"
"DaVita Greenview Dialysis","232600","-","18544 W EIGHT MILE ROAD","SOUTHFIELD","MI","48075","Network 11","54","63","64","0.5%"
"DaVita Greenville Dialysis","232677","-","101 S GREENVILLE WEST DR","GREENVILLE","MI","48838","Network 11","71","63","64","0.0%"
"DaVita Greenwood Dialysis","422515","-","109 OVERLAND DRIVE","GREENWOOD","SC","29646","Network 6","64","67","64","0.0%"
"DaVita Greenwood Dialysis Center","372569","-","1345 N LANSING AVE","TULSA","OK","74106","Network 13","59","66","64","0.0%"
"DaVita Greenwood Holly Renal Center","672630","-","1533 HOLLY ROAD","CORPUS CHRISTI","TX","78417","Network 14","69","63","64","0.0%"
"DaVita Greer Kidney Center","422539","-","14152 EAST WADE HAMPTON BLVD","GREER","SC","29651","Network 6","74","67","64","0.0%"
"DaVita Greer South Dialysis","422611","-","3254 BRUSHY CREEK ROAD","GREER","SC","29650","Network 6","80","67","64","0.0%"
"DaVita Greer South Home Training (PD)","422638","-","3254 BRUSHY CREEK ROAD","GREER","SC","29650","Network 6","81","67","64","0.0%"
"DaVita Gresham Station Dialysis","382578","-","878 NW BURNSIDE RD","GRESHAM","OR","97030","Network 16","77","67","64","0.0%"
"DaVita Greylock Dialysis, LLC","742552","-","11321 FALLBROOK DR","Houston","TX","77065","Network 14","65","63","64","0.0%"
"DaVita Greystone Dialysis","012676","-","5406 HIGHWAY 280, SUITE D107","BIRMINGHAM","AL","35242","Network 8","72","65","64","0.0%"
"DaVita Grosse Pointe Dialysis","232643","-","18000 E WARREN AVE","DETROIT","MI","48224","Network 11","40","63","64","1.0%"
"DaVita Grove City Dialysis","362716","-","4155 KELNOR DRIVE","GROVE CITY","OH","43123","Network 9","73","61","64","0.0%"
"DaVita Grovepark Dialysis","112741","-","794 MCDONOUGH ROAD","JACKSON","GA","30233","Network 6","56","59","64","0.5%"
"DaVita Gulf Breeze Dialysis Center","102693","-","1519 MAIN STREET","DUNEDIN","FL","34698","Network 7","70","57","64","0.0%"
"DaVita Gulf Islands HT at Home","252583","-","3200 MALLETT ROAD, SUITE F","DIBERVILLE","MS","39540","Network 8","68","68","64","0.0%"
"DaVita Gulf Shores Dialysis Center","012631","-","3947 GULF SHORES PARKWAY","GULF SHORES","AL","36542","Network 8","79","65","64","0.0%"
"DaVita GWU Southeast Dialysis","092517","-","RENAL DIALYSIS UNIT","WASHINGTON","DC","20020","Network 5","75","63","64","0.0%"
"DaVita Hackensack Dialysis","312615","-","113 WEST ESSEX STREET","MAYWOOD","NJ","07607","Network 3","66","66","64","0.0%"
"Davita- Half Moon Dialysis","332824","-","1633, ROUTE 202, STE.120","Pomona","NY","10970","Network 2","No Score","61","64","0.0%"
"DaVita Hamburg Dialysis","182601","-","1745 ALYSHEBA WAY, SUITE 110","LEXINGTON","KY","40509","Network 9","69","68","64","0.0%"
"DaVita Hamden Dialysis","072543","-","3000 DIXWELL AVENUE","HAMDEN","CT","06518","Network 1","60","67","64","0.0%"
"DaVita Hamilton Street Dialysis","312680","-","920 HAMILTON STREET SUITE C-3","SOMERSET","NJ","08873","Network 3","53","66","64","0.5%"
"DaVita Hampton Avenue Dialysis","262607","-","1425 HAMPTON AVENUE","SAINT LOUIS","MO","63139","Network 12","49","62","64","0.5%"
"DaVita Hampton Roads Home Training","492678","-","11234 JEFFERSON AVE STE B","NEWPORT NEWS","VA","23601","Network 5","81","66","64","0.0%"
"DaVita Hanford At Home Dialysis","552644","-","900 N. DOUTY STREET","Hanford","CA","93230","Network 18","65","65","64","0.0%"
"DaVita Hanford Dialysis","052628","-","402 W. EIGHTH STREET","Hanford","CA","93230","Network 18","63","65","64","0.0%"
"DaVita Hannibal Dialysis","262637","-","119 PROGRESS RD","HANNIBAL","MO","63401","Network 12","64","62","64","0.0%"
"DaVita Hanover Dialysis","392839","-","1155 CARLISLE STREET, SUITE 610","Hanover","PA","17331","Network 4","66","64","64","0.0%"
"DaVita Happy Rock","262703","-","6221 N CHESTNUT AVENUE","Gladstone","MO","64119","Network 12","80","62","64","0.0%"
"DaVita Harbor Park Dialysis","212556","-","111 CHERRY HILL RD","Brooklyn","MD","21225","Network 5","62","66","64","0.0%"
"DaVita Harbor UCLA","052802","-","21602 S. VERMONT AVENUE","Torrance","CA","90502","Network 18","61","65","64","0.0%"
"DaVita Harbor Vermont Home Training","552883","-","21608 S VERMONT AVE","Torrance","CA","90502","Network 18","25","65","64","2.0%"
"DaVita Harbor View Dialysis","522583","-","3113 WASHINGTON AVE","RACINE","WI","53405","Network 11","59","66","64","0.0%"
"DaVita Harbour View Dialysis","492659","-","1039 CHAMPIONS WAY","SUFFOLK","VA","23435","Network 5","54","66","64","0.5%"
"DaVita Harden Dialysis","682681","-","2105 HARDEN BLVD","Lakeland","FL","33803","Network 7","74","57","64","0.0%"
"DaVita Harford Road Dialysis Center","212605","-","5800 HARFORD ROAD","BALTIMORE","MD","21214","Network 5","69","66","64","0.0%"
"DaVita Harlan Dialysis","162528","-","2802 12TH STREET","Harlan","IA","51537","Network 12","71","72","64","0.0%"
"DaVita Harmarville Dialysis","392800","-","791 FREEPORT ROAD","Cheswick","PA","15024","Network 4","71","64","64","0.0%"
"DaVita Harper Wood Dialysis","232684","-","19265 VERNIER RD","HARPER WOODS","MI","48225","Network 11","53","63","64","0.5%"
"DaVita Harrisburg Dialysis Center","342670","-","3310 PERRY ST","CONCORD","NC","28027","Network 6","75","68","64","0.0%"
"DaVita Harrisonburg Dialysis","492507","-","871 MARTIN LUTHER KING JR WAY","HARRISONBURG","VA","22801","Network 5","51","66","64","0.5%"
"DaVita Harrison County Dialysis","512540","-","95 ROSEBUD PLAZA","CLARKSBURG","WV","26301","Network 5","49","59","64","0.5%"
"DaVita Harrison Dialysis","362806","-","10475 HARRISON AVE","HARRISON","OH","45030","Network 9","78","61","64","0.0%"
"DaVita Harrisonville Renal Center","262523","-","308 GALAXIE AVENUE","Harrisonville","MO","64701","Network 12","49","62","64","0.5%"
"DaVita Hartford Dialysis","072516","-","675 TOWER AVENUE","HARTFORD","CT","06112","Network 1","63","67","64","0.0%"
"DaVita Hartford Downtown Dialysis","072554","-","80 SEYMOUR STREET","Hartford","CT","06115","Network 1","62","67","64","0.0%"
"DaVita Harvey Dialysis","142698","-","16641 S. HALSTED ST., STE A","HARVEY","IL","60426","Network 10","48","64","64","0.5%"
"DaVita Hastings Dialysis Center","282501","-","1900 N ST JOSEPH AVE","HASTINGS","NE","68901","Network 12","56","67","64","0.5%"
"DaVita Haven Dialysis","332621","-","60 HAVEN AVENUE","NEW YORK","NY","10032","Network 2","50","61","64","0.5%"
"DaVita Hawkeye Dialysis","162570","-","701 TAMA ST STE 150","MARION","IA","52302","Network 12","71","72","64","0.0%"
"DaVita Hawley Lane Dialysis","072553","-","425 HAWLEY LN","STRATFORD","CT","06614","Network 1","80","67","64","0.0%"
"Davita Hawthorne Dialysis","552744","-","14204 PRAIRIE AVENUE","HAWTHORNE","CA","90250","Network 18","53","65","64","0.5%"
"DaVita Haymarket Dialysis","492652","-","14664 GAP WAY","GAINESVILLE","VA","20155","Network 5","80","66","64","0.0%"
"DaVita Hayward Dialysis Center","052685","-","21615 HESPERIAN BOULEVARD SUITE F","HAYWARD","CA","94541","Network 17","60","65","64","0.0%"
"DaVita Hayward Mission Hills Dialysis","552672","-","1661 INDUSTRIAL PARKWAY WEST","HAYWARD","CA","94544","Network 17","70","65","64","0.0%"
"DaVita Hazel Crest Renal Center","142622","-","3470 W 183RD ST","HAZEL CREST","IL","60429","Network 10","63","64","64","0.0%"
"DaVita Hazelwood Dialysis","262589","-","637 DUNN ROAD #125","HAZELWOOD","MO","63042","Network 12","62","62","64","0.0%"
"DaVita Heartland Dialysis","372530","-","925 NE EIGHTH ST","OKLAHOMA CITY","OK","73104","Network 13","60","66","64","0.0%"
"DaVita Heart of Marion Dialysis","362823","-","1221 DELAWARE AVENUE","MARION","OH","43302","Network 9","52","61","64","0.5%"
"DaVita Heart of New Albany Dialysis","362854","-","6530 W. CAMPUS OVAL, SUITE 100","NEW ALBANY","OH","43054","Network 9","47","61","64","0.5%"
"DaVita Heb Dialysis Center","452583","-","1809 FOREST RIDGE DRIVE","BEDFORD","TX","76022","Network 14","53","63","64","0.5%"
"DaVita Heights Dialysis","672804","-","739 E 20TH STREET","HOUSTON","TX","77008","Network 14","62","63","64","0.0%"
"DaVita Hemet Dialysis Center","052620","-","3050 W. FLORIDA AVENUE","Hemet","CA","92545","Network 18","46","65","64","1.0%"
"DaVita Hempstead County Dialysis","042563","-","1301 N HERVEY ST, SUITE B","Hope","AR","71801","Network 13","68","62","64","0.0%"
"DaVita Henderson Dialysis Center","452803","-","1002 HWY 79 NORTH","HENDERSON","TX","75652","Network 14","68","63","64","0.0%"
"DaVita Hendersonville Dialysis Center","342564","-","1250 7TH AVE EAST","HENDERSONVILLE","NC","28792","Network 6","56","68","64","0.5%"
"DaVita Henrico County Dialysis","492598","-","5270 CHAMBERLAYNE RD","RICHMOND","VA","23227","Network 5","59","66","64","0.0%"
"DaVita Heritage Lake Dialysis","392869","-","20 EXPEDITION TRL, SUITE 202","Gettysburg","PA","17325","Network 4","62","64","64","0.0%"
"DaVita Hermiston Community Dialysis Center","382544","-","1155 WEST LINDA AVE","HERMISTON","OR","97838","Network 16","88","67","64","0.0%"
"DaVita Hernando Home Training (PD)","682622","-","4251 MARINER BLVD","SPRING HILL","FL","34609","Network 7","49","57","64","0.5%"
"DaVita Hernando Kidney Center","102602","-","2985  LANDOVER BLVD","SPRING HILL","FL","34608","Network 7","46","57","64","1.0%"
"DaVita Herndon Dialysis","552702","-","560 E HERNDON AVE, STE 101","FRESNO","CA","93720","Network 17","48","65","64","0.5%"
"DaVita Hesperia Dialysis Center","552626","-","14135 MAIN STREET, SUITE 501","Hesperia","CA","92345","Network 18","63","65","64","0.0%"
"DaVita Hialeah Artificial Kidney Center","102834","-","8524 NW 103RD ST","HIALEAH","FL","33016","Network 7","74","57","64","0.0%"
"DaVita-Hidden Valley","752514","-","1951 CITRACADO PKWY","Escondido","CA","92029","Network 18","71","65","64","0.0%"
"DaVita HI-Desert Dialysis","052776","-","56845 TWENTY-NINE PALMS HIGHWAY,","Yucca Valley","CA","92284","Network 18","68","65","64","0.0%"
"DaVita Higden Dialysis, LLC","742500","-","9340 HIGHWAY 6 STE 400","MISSOURI CITY","TX","77459","Network 14","54","63","64","0.5%"
"DaVita Highland Dialysis","152710","-","5779 S US HWY 41","Terre Haute","IN","47802","Network 9","49","64","64","0.5%"
"DaVita Highland Park Dialysis","242573","-","1559 7TH ST W","SAINT PAUL","MN","55102","Network 11","67","71","64","0.0%"
"DaVita Highland Ranch Dialysis Center","552663","-","7223 CHURCH STREET, SUITE A-14","Highland","CA","92346","Network 18","50","65","64","0.5%"
"DaVita Hill Country Dialysis","452769","-","1250 DACY LANE","KYLE","TX","78640","Network 14","55","63","64","0.5%"
"DaVita Hilliard Dialysis","362699","-","19133 HILLIARD BLVD","ROCKY RIVER","OH","44116","Network 9","67","61","64","0.0%"
"DaVita Hilliard Station Dialysis","362808","-","2447 HILLIARD ROME ROAD","HILLIARD","OH","43026","Network 9","77","61","64","0.0%"
"DaVita Hillsborough Dialysis","312672","-","220 TRIANGLE ROAD","HILLSBOROUGH","NJ","08844","Network 3","77","66","64","0.0%"
"DaVita Hillside Dialysis","312587","-","1529 NORTH BROAD STREET","HILLSIDE","NJ","07205","Network 3","59","66","64","0.0%"
"DaVita Hioaks Dialysis","492556","-","671 HIOAKS RD","RICHMOND","VA","23225","Network 5","50","66","64","0.5%"
"DaVita Historical Hastings Dialysis","242594","-","1828 MARKET BLVD","HASTINGS","MN","55033","Network 11","65","71","64","0.0%"
"DaVita Hollywood Dialysis Center","052801","-","5108 W SUNSET BLVD.","Los Angeles","CA","90027","Network 18","67","65","64","0.0%"
"DaVita Holmdel Dialysis","312510","-","3053 STATE ROUTE 35","Hazlet","NJ","07730","Network 3","70","66","64","0.0%"
"DaVita Home at the Museum PD","672613","-","7505 S MAIN ST","HOUSTON","TX","77030","Network 14","97","63","64","0.0%"
"DaVita Home Dialysis Dayton","362542","-","455 TURNER ROAD, SUITE B","Dayton","OH","45415","Network 9","53","61","64","0.5%"
"DaVita Home Dialysis of Dayton - South","362541","-","3030 S DIXIE DRIVE","KETTERING","OH","45409","Network 9","49","61","64","0.5%"
"DaVita Home Dialysis of Indianapolis","152687","-","8803 N. MERIDIAN STREET","Indianapolis","IN","46260","Network 9","56","64","64","0.5%"
"DaVita Home Dialysis Services of Sandusky INC","362660","-","2819 SOUTH HAYES, SUITE 8","SANDUSKY","OH","44870","Network 9","85","61","64","0.0%"
"DaVita Home Dialysis Unit","242552","-","825 S 8TH ST","MINNEAPOLIS","MN","55404","Network 11","68","71","64","0.0%"
"DaVita Home Options of Dothan (PD)","012673","-","1763 E MAIN STREET","DOTHAN","AL","36301","Network 8","61","65","64","0.0%"
"DaVita Home Options of Pensacola (PD)","682534","-","812 CREIGHTON RD","PENSACOLA","FL","32504","Network 7","78","57","64","0.0%"
